Property State,YearMonth,UnemploymentRate,HPI (Seasonally Adjusted)
TX,200407,6.3,158.6
TX,200408,5.8,158.6
TX,200409,5.7,158.6
TX,200410,5.6,159.95
TX,200411,5.8,159.95
TX,200412,5.6,159.95
TX,200501,6.0,161.47
TX,200502,6.0,161.47
TX,200503,5.5,161.47
TX,200504,5.2,163.45
TX,200505,5.2,163.45
TX,200506,5.6,163.45
TX,200507,5.5,165.89
TX,200508,5.4,165.89
TX,200509,5.6,165.89
TX,200510,5.3,168.41
TX,200511,5.5,168.41
TX,200512,5.1,168.41
TX,200601,5.4,171.11
TX,200602,5.4,171.11
TX,200603,5.1,171.11
TX,200604,4.9,174.1
TX,200605,5.0,174.1
TX,200606,5.5,174.1
TX,200607,5.4,176.08
TX,200608,5.0,176.08
TX,200609,4.7,176.08
TX,200610,4.4,178.7
TX,200611,4.5,178.7
TX,200612,4.1,178.7
TX,200701,4.8,181.94
TX,200702,4.7,181.94
TX,200703,4.3,181.94
TX,200704,4.0,184.8
TX,200705,4.0,184.8
TX,200706,4.7,184.8
TX,200707,4.8,186.29
TX,200708,4.3,186.29
TX,200709,4.4,186.29
TX,200710,4.0,187.53
TX,200711,4.2,187.53
TX,200712,4.3,187.53
TX,200801,4.7,188.48
TX,200802,4.3,188.48
TX,200803,4.3,188.48
TX,200804,3.9,187.93
TX,200805,4.3,187.93
TX,200806,5.0,187.93
TX,200807,5.2,187.44
TX,200808,5.2,187.44
TX,200809,5.2,187.44
TX,200810,5.2,188.14
TX,200811,5.3,188.14
TX,200812,5.5,188.14
TX,200901,6.5,186.04
TX,200902,6.6,186.04
TX,200903,6.5,186.04
TX,200904,6.1,186.12
TX,200905,7.3,186.12
TX,200906,8.5,186.12
TX,200907,8.6,185.97
TX,200908,8.4,185.97
TX,200909,8.4,185.97
TX,200910,8.2,186.16
TX,200911,8.0,186.16
TX,200912,8.0,186.16
TX,201001,8.8,187.38
TX,201002,8.5,187.38
TX,201003,8.4,187.38
TX,201004,8.0,187.28
TX,201005,7.9,187.28
TX,201006,8.4,187.28
TX,201007,8.5,187.43
TX,201008,8.3,187.43
TX,201009,8.1,187.43
TX,201010,8.0,186.68
TX,201011,8.3,186.68
TX,201012,8.0,186.68
TX,201101,8.5,183.02
TX,201102,8.3,183.02
TX,201103,8.1,183.02
TX,201104,7.7,182.52
TX,201105,8.0,182.52
TX,201106,8.8,182.52
TX,201107,8.8,183.65
TX,201108,8.4,183.65
TX,201109,8.2,183.65
TX,201110,7.6,183.54
TX,201111,7.2,183.54
TX,201112,7.0,183.54
TX,201201,7.3,185.15
TX,201202,7.2,185.15
TX,201203,6.7,185.15
TX,201204,6.3,187.22
TX,201205,6.6,187.22
TX,201206,7.3,187.22
TX,201207,7.3,189.22
TX,201208,6.8,189.22
TX,201209,6.4,189.22
TX,201210,6.2,192.85
TX,201211,6.0,192.85
TX,201212,6.2,192.85
TX,201301,7.1,195.96
TX,201302,6.7,195.96
TX,201303,6.4,195.96
TX,201304,6.1,198.67
TX,201305,6.3,198.67
TX,201306,6.9,198.67
TX,201307,6.7,202.12
TX,201308,6.4,202.12
TX,201309,6.3,202.12
TX,201310,6.0,204.58
TX,201311,5.8,204.58
TX,201312,5.4,204.58
TX,201401,5.8,209.45
TX,201402,5.8,209.45
TX,201403,5.5,209.45
TX,201404,4.8,213.62
TX,201405,5.1,213.62
TX,201406,5.5,213.62
TX,201407,5.7,214.67
TX,201408,5.4,214.67
TX,201409,5.0,214.67
TX,201410,4.7,219.49
TX,201411,4.6,219.49
TX,201412,4.2,219.49
TX,201501,4.8,223.01
TX,201502,4.6,223.01
TX,201503,4.4,223.01
TX,201504,4.1,227.12
TX,201505,4.3,227.12
TX,201506,4.7,227.12
TX,201507,4.8,230.89
TX,201508,4.5,230.89
TX,201509,4.5,230.89
TX,201510,4.4,234.27
TX,201511,4.4,234.27
TX,201512,4.2,234.27
TX,201601,4.5,237.73
TX,201602,4.5,237.73
TX,201603,4.5,237.73
TX,201604,4.3,241.75
TX,201605,4.3,241.75
TX,201606,5.0,241.75
TX,201607,5.1,245.88
TX,201608,4.9,245.88
TX,201609,4.9,245.88
TX,201610,4.6,250.44
TX,201611,4.5,250.44
TX,201612,4.6,250.44
TX,201701,5.1,253.6
TX,201702,5.0,253.6
TX,201703,4.6,253.6
TX,201704,4.2,257.87
TX,201705,4.2,257.87
TX,201706,4.6,257.87
TX,201707,4.5,263.8
TX,201708,4.5,263.8
TX,201709,4.1,263.8
TX,201710,3.7,266.87
TX,201711,3.9,266.87
TX,201712,3.8,266.87
TX,201801,4.3,271.69
TX,201802,4.2,271.69
TX,201803,4.1,271.69
TX,201804,3.7,276.09
TX,201805,3.6,276.09
TX,201806,4.3,276.09
TX,201807,4.1,279.06
TX,201808,4.0,279.06
TX,201809,3.8,279.06
TX,201810,3.5,282.1
TX,201811,3.5,282.1
TX,201812,3.6,282.1
TX,201901,4.2,285.43
TX,201902,3.8,285.43
TX,201903,3.5,285.43
TX,201904,3.1,288.62
TX,201905,3.1,288.62
TX,201906,3.8,288.62
TX,201907,3.9,291.55
TX,201908,3.7,291.55
TX,201909,3.4,291.55
TX,201910,3.3,294.54
TX,201911,3.3,294.54
TX,201912,3.2,294.54
TX,202001,3.7,299.28
TX,202002,3.5,299.28
TX,202003,5.4,299.28
TX,202004,12.3,304.08
TX,202005,11.8,304.08
TX,202006,10.4,304.08
TX,202007,9.7,304.87
TX,202008,7.9,304.87
TX,202009,7.7,304.87
TX,202010,6.7,314.65
TX,202011,6.8,314.65
TX,202012,6.7,314.65
TX,202101,7.1,326.82
TX,202102,6.9,326.82
TX,202103,6.4,326.82
TX,202104,5.9,340.16
TX,202105,5.7,340.16
TX,202106,6.4,340.16
TX,202107,5.8,355.75
TX,202108,5.4,355.75
TX,202109,5.0,355.75
TX,202110,4.7,373.88
TX,202111,4.4,373.88
TX,202112,4.1,373.88
TX,202201,4.7,390.17
TX,202202,4.3,390.17
TX,202203,3.8,390.17
TX,202204,3.5,406.74
TX,202205,3.6,406.74
TX,202206,4.2,406.74
TX,202207,4.1,425.35
TX,202208,4.0,425.35
TX,202209,3.8,425.35
TX,202210,3.8,425.47
TX,202211,3.8,425.47
TX,202212,3.7,425.47
TX,202301,4.3,426.89
TX,202302,4.4,426.89
TX,202303,4.0,426.89
TX,202304,3.5,427.86
TX,202305,3.9,427.86
TX,202306,4.2,427.86
TX,202307,4.2,431.45
TX,202308,4.3,431.45
TX,202309,4.0,431.45
TX,202310,3.8,437.49
TX,202311,3.7,437.49
TX,202312,3.7,437.49
TX,202401,4.1,439.25
TX,202402,4.2,439.25
TX,202403,3.9,439.25
TX,202404,3.6,442.72
TX,202405,3.8,442.72
TX,202406,4.5,442.72
TX,202407,4.5,443.3
TX,202408,4.4,443.3
TX,202409,4.1,443.3
TX,202410,4.0,443.76
TX,202411,4.1,443.76
TX,202412,3.7,443.76
TX,202501,4.1,449.18
TX,202502,4.3,449.18
TX,202503,4.0,449.18
UT,199901,3.9,186.32
UT,199902,4.1,186.32
UT,199903,3.8,186.32
UT,199904,3.6,186.75
UT,199905,3.4,186.75
UT,199906,4.0,186.75
UT,199907,3.7,187.99
UT,199908,3.7,187.99
UT,199909,3.3,187.99
UT,199910,3.1,188.47
UT,199911,2.8,188.47
UT,199912,2.7,188.47
UT,200001,3.4,190.04
UT,200002,3.6,190.04
UT,200003,3.5,190.04
UT,200004,3.0,190.9
UT,200005,3.2,190.9
UT,200006,3.6,190.9
UT,200007,3.4,191.71
UT,200008,3.7,191.71
UT,200009,3.1,191.71
UT,200010,3.1,193.55
UT,200011,3.2,193.55
UT,200012,3.2,193.55
UT,200101,4.2,193.35
UT,200102,4.2,193.35
UT,200103,4.2,193.35
UT,200104,4.1,195.18
UT,200105,4.0,195.18
UT,200106,4.5,195.18
UT,200107,4.3,195.8
UT,200108,4.8,195.8
UT,200109,4.3,195.8
UT,200110,4.5,195.74
UT,200111,4.6,195.74
UT,200112,4.7,195.74
UT,200201,5.7,196.7
UT,200202,5.8,196.7
UT,200203,5.8,196.7
UT,200204,5.6,197.65
UT,200205,5.5,197.65
UT,200206,6.0,197.65
UT,200207,5.9,197.76
UT,200208,6.0,197.76
UT,200209,5.4,197.76
UT,200210,5.4,198.78
UT,200211,5.5,198.78
UT,200212,5.6,198.78
UT,200301,6.1,201.9
UT,200302,6.2,201.9
UT,200303,5.9,201.9
UT,200304,5.6,200.87
UT,200305,5.4,200.87
UT,200306,6.1,200.87
UT,200307,5.6,203.78
UT,200308,5.6,203.78
UT,200309,5.1,203.78
UT,200310,5.0,205.45
UT,200311,5.1,205.45
UT,200312,4.9,205.45
UT,200401,5.7,205.87
UT,200402,5.6,205.87
UT,200403,5.6,205.87
UT,200404,5.2,209.64
UT,200405,5.0,209.64
UT,200406,5.5,209.64
UT,200407,5.1,213.52
UT,200408,5.0,213.52
UT,200409,4.5,213.52
UT,200410,4.4,217.2
UT,200411,4.3,217.2
UT,200412,4.2,217.2
UT,200501,4.8,222.45
UT,200502,5.0,222.45
UT,200503,4.6,222.45
UT,200504,4.3,227.33
UT,200505,4.1,227.33
UT,200506,4.4,227.33
UT,200507,4.1,233.67
UT,200508,4.0,233.67
UT,200509,3.6,233.67
UT,200510,3.4,243.64
UT,200511,3.4,243.64
UT,200512,3.1,243.64
UT,200601,3.6,254.14
UT,200602,3.8,254.14
UT,200603,3.3,254.14
UT,200604,3.0,263.66
UT,200605,2.8,263.66
UT,200606,3.1,263.66
UT,200607,2.9,273.82
UT,200608,2.9,273.82
UT,200609,2.3,273.82
UT,200610,2.1,284.25
UT,200611,2.2,284.25
UT,200612,2.1,284.25
UT,200701,2.7,297.03
UT,200702,2.7,297.03
UT,200703,2.5,297.03
UT,200704,2.4,306.88
UT,200705,2.3,306.88
UT,200706,2.8,306.88
UT,200707,2.6,315.39
UT,200708,2.7,315.39
UT,200709,2.4,315.39
UT,200710,2.4,317.34
UT,200711,2.4,317.34
UT,200712,2.6,317.34
UT,200801,3.2,313.33
UT,200802,3.2,313.33
UT,200803,3.1,313.33
UT,200804,2.8,311.6
UT,200805,2.9,311.6
UT,200806,3.4,311.6
UT,200807,3.3,304.47
UT,200808,3.5,304.47
UT,200809,3.1,304.47
UT,200810,3.1,295.12
UT,200811,3.2,295.12
UT,200812,5.1,295.12
UT,200901,6.7,284.22
UT,200902,7.3,284.22
UT,200903,7.4,284.22
UT,200904,7.1,278.28
UT,200905,7.3,278.28
UT,200906,8.0,278.28
UT,200907,7.9,267.67
UT,200908,8.1,267.67
UT,200909,7.8,267.67
UT,200910,8.0,264.81
UT,200911,7.8,264.81
UT,200912,7.9,264.81
UT,201001,8.8,262.67
UT,201002,8.9,262.67
UT,201003,8.6,262.67
UT,201004,8.2,256.3
UT,201005,8.1,256.3
UT,201006,8.4,256.3
UT,201007,8.3,256.07
UT,201008,8.4,256.07
UT,201009,7.9,256.07
UT,201010,7.8,249.82
UT,201011,7.9,249.82
UT,201012,7.8,249.82
UT,201101,8.3,247.88
UT,201102,8.3,247.88
UT,201103,8.0,247.88
UT,201104,7.7,237.97
UT,201105,7.7,237.97
UT,201106,8.2,237.97
UT,201107,7.7,234.62
UT,201108,7.4,234.62
UT,201109,6.5,234.62
UT,201110,6.0,237.85
UT,201111,5.4,237.85
UT,201112,5.1,237.85
UT,201201,5.5,237.08
UT,201202,5.1,237.08
UT,201203,4.9,237.08
UT,201204,4.6,243.68
UT,201205,4.6,243.68
UT,201206,5.2,243.68
UT,201207,5.0,250.01
UT,201208,5.0,250.01
UT,201209,4.3,250.01
UT,201210,4.4,253.86
UT,201211,4.2,253.86
UT,201212,4.3,253.86
UT,201301,4.9,261.67
UT,201302,4.7,261.67
UT,201303,4.4,261.67
UT,201304,4.1,268.07
UT,201305,4.1,268.07
UT,201306,4.6,268.07
UT,201307,4.3,275.75
UT,201308,4.3,275.75
UT,201309,3.9,275.75
UT,201310,3.8,281.88
UT,201311,3.6,281.88
UT,201312,3.5,281.88
UT,201401,4.0,282.97
UT,201402,4.1,282.97
UT,201403,3.9,282.97
UT,201404,3.3,286.55
UT,201405,3.5,286.55
UT,201406,3.9,286.55
UT,201407,3.8,288.31
UT,201408,3.8,288.31
UT,201409,3.3,288.31
UT,201410,3.3,290.14
UT,201411,3.3,290.14
UT,201412,3.2,290.14
UT,201501,3.8,294.77
UT,201502,3.9,294.77
UT,201503,3.6,294.77
UT,201504,3.4,300.79
UT,201505,3.5,300.79
UT,201506,3.8,300.79
UT,201507,3.7,303.42
UT,201508,3.7,303.42
UT,201509,3.2,303.42
UT,201510,3.3,308.89
UT,201511,3.3,308.89
UT,201512,3.2,308.89
UT,201601,3.7,317.06
UT,201602,3.8,317.06
UT,201603,3.7,317.06
UT,201604,3.5,323.2
UT,201605,3.2,323.2
UT,201606,3.7,323.2
UT,201607,3.4,328.77
UT,201608,3.4,328.77
UT,201609,3.0,328.77
UT,201610,3.0,336.05
UT,201611,2.8,336.05
UT,201612,2.9,336.05
UT,201701,3.4,341.92
UT,201702,3.6,341.92
UT,201703,3.3,341.92
UT,201704,3.1,349.04
UT,201705,3.0,349.04
UT,201706,3.5,349.04
UT,201707,3.2,357.76
UT,201708,3.4,357.76
UT,201709,2.9,357.76
UT,201710,2.8,367.26
UT,201711,2.8,367.26
UT,201712,2.8,367.26
UT,201801,3.3,375.62
UT,201802,3.4,375.62
UT,201803,3.1,375.62
UT,201804,2.9,386.02
UT,201805,2.7,386.02
UT,201806,3.3,386.02
UT,201807,3.0,395.61
UT,201808,3.1,395.61
UT,201809,2.6,395.61
UT,201810,2.5,402.44
UT,201811,2.5,402.44
UT,201812,2.6,402.44
UT,201901,3.1,411.75
UT,201902,3.0,411.75
UT,201903,2.8,411.75
UT,201904,2.5,418.02
UT,201905,2.5,418.02
UT,201906,2.8,418.02
UT,201907,2.6,425.54
UT,201908,2.6,425.54
UT,201909,2.1,425.54
UT,201910,2.1,435.51
UT,201911,2.1,435.51
UT,201912,2.2,435.51
UT,202001,2.7,445.07
UT,202002,2.7,445.07
UT,202003,3.0,445.07
UT,202004,9.8,459.06
UT,202005,7.8,459.06
UT,202006,6.6,459.06
UT,202007,5.9,461.27
UT,202008,4.9,461.27
UT,202009,4.3,461.27
UT,202010,3.7,483.58
UT,202011,3.5,483.58
UT,202012,3.4,483.58
UT,202101,3.6,515.16
UT,202102,3.6,515.16
UT,202103,3.2,515.16
UT,202104,3.0,547.62
UT,202105,2.8,547.62
UT,202106,3.2,547.62
UT,202107,2.8,587.39
UT,202108,2.8,587.39
UT,202109,2.1,587.39
UT,202110,2.1,625.75
UT,202111,2.0,625.75
UT,202112,1.9,625.75
UT,202201,2.5,655.32
UT,202202,2.5,655.32
UT,202203,2.3,655.32
UT,202204,2.2,691.03
UT,202205,2.3,691.03
UT,202206,2.7,691.03
UT,202207,2.4,707.37
UT,202208,2.6,707.37
UT,202209,2.2,707.37
UT,202210,2.3,687.26
UT,202211,2.3,687.26
UT,202212,2.2,687.26
UT,202301,2.7,677.85
UT,202302,2.8,677.85
UT,202303,2.6,677.85
UT,202304,2.4,663.52
UT,202305,2.6,663.52
UT,202306,2.8,663.52
UT,202307,2.7,677.46
UT,202308,3.0,677.46
UT,202309,2.6,677.46
UT,202310,2.7,688.96
UT,202311,2.6,688.96
UT,202312,2.6,688.96
UT,202401,3.0,692.69
UT,202402,3.3,692.69
UT,202403,3.1,692.69
UT,202404,3.0,701.6
UT,202405,3.1,701.6
UT,202406,3.5,701.6
UT,202407,3.5,705.35
UT,202408,3.6,705.35
UT,202409,3.0,705.35
UT,202410,3.0,714.14
UT,202411,3.0,714.14
UT,202412,2.9,714.14
UT,202501,3.2,725.54
UT,202502,3.3,725.54
UT,202503,3.1,725.54
VT,199901,3.8,108.97
VT,199902,3.7,108.97
VT,199903,3.5,108.97
VT,199904,3.4,108.16
VT,199905,2.9,108.16
VT,199906,3.1,108.16
VT,199907,3.0,111.88
VT,199908,2.7,111.88
VT,199909,2.8,111.88
VT,199910,2.4,114.88
VT,199911,2.7,114.88
VT,199912,2.6,114.88
VT,200001,3.5,115.94
VT,200002,3.2,115.94
VT,200003,3.0,115.94
VT,200004,2.9,118.85
VT,200005,2.6,118.85
VT,200006,2.8,118.85
VT,200007,2.7,120.51
VT,200008,2.6,120.51
VT,200009,2.5,120.51
VT,200010,2.1,123.69
VT,200011,2.6,123.69
VT,200012,2.5,123.69
VT,200101,3.6,126.7
VT,200102,3.4,126.7
VT,200103,3.6,126.7
VT,200104,3.6,128.89
VT,200105,3.0,128.89
VT,200106,3.2,128.89
VT,200107,3.0,134.14
VT,200108,3.0,134.14
VT,200109,3.0,134.14
VT,200110,2.7,134.63
VT,200111,3.3,134.63
VT,200112,3.3,134.63
VT,200201,4.3,137.85
VT,200202,4.1,137.85
VT,200203,4.2,137.85
VT,200204,4.2,141.81
VT,200205,3.7,141.81
VT,200206,3.9,141.81
VT,200207,3.8,143.94
VT,200208,3.8,143.94
VT,200209,3.7,143.94
VT,200210,3.4,147.39
VT,200211,4.1,147.39
VT,200212,4.1,147.39
VT,200301,5.1,149.56
VT,200302,4.9,149.56
VT,200303,4.8,149.56
VT,200304,4.8,151.79
VT,200305,4.2,151.79
VT,200306,4.5,151.79
VT,200307,4.2,154.1
VT,200308,4.0,154.1
VT,200309,4.2,154.1
VT,200310,3.6,159.39
VT,200311,4.0,159.39
VT,200312,3.8,159.39
VT,200401,4.7,163.98
VT,200402,4.3,163.98
VT,200403,4.3,163.98
VT,200404,4.0,170.23
VT,200405,3.6,170.23
VT,200406,3.7,170.23
VT,200407,3.4,178.33
VT,200408,3.2,178.33
VT,200409,3.2,178.33
VT,200410,2.8,182.04
VT,200411,3.3,182.04
VT,200412,3.3,182.04
VT,200501,4.1,188.11
VT,200502,4.0,188.11
VT,200503,3.8,188.11
VT,200504,3.7,194.44
VT,200505,3.2,194.44
VT,200506,3.5,194.44
VT,200507,3.3,198.45
VT,200508,3.1,198.45
VT,200509,3.3,198.45
VT,200510,3.0,205.33
VT,200511,3.4,205.33
VT,200512,3.4,205.33
VT,200601,4.1,208.06
VT,200602,4.1,208.06
VT,200603,3.9,208.06
VT,200604,3.9,207.43
VT,200605,3.4,207.43
VT,200606,3.7,207.43
VT,200607,3.6,212.45
VT,200608,3.6,212.45
VT,200609,3.6,212.45
VT,200610,3.1,213.6
VT,200611,3.7,213.6
VT,200612,3.6,213.6
VT,200701,4.6,217.2
VT,200702,4.3,217.2
VT,200703,4.1,217.2
VT,200704,4.2,215.16
VT,200705,3.7,215.16
VT,200706,3.8,215.16
VT,200707,3.8,217.01
VT,200708,3.5,217.01
VT,200709,3.7,217.01
VT,200710,3.3,218.34
VT,200711,3.7,218.34
VT,200712,3.8,218.34
VT,200801,4.7,215.15
VT,200802,4.4,215.15
VT,200803,4.5,215.15
VT,200804,4.3,217.6
VT,200805,4.2,217.6
VT,200806,4.3,217.6
VT,200807,4.2,213.0
VT,200808,4.3,213.0
VT,200809,4.4,213.0
VT,200810,4.0,208.44
VT,200811,4.7,208.44
VT,200812,5.3,208.44
VT,200901,6.6,212.17
VT,200902,6.9,212.17
VT,200903,7.1,212.17
VT,200904,6.9,208.76
VT,200905,6.7,208.76
VT,200906,6.8,208.76
VT,200907,6.4,211.11
VT,200908,6.2,211.11
VT,200909,6.3,211.11
VT,200910,5.8,210.22
VT,200911,6.2,210.22
VT,200912,6.4,210.22
VT,201001,7.3,205.92
VT,201002,7.1,205.92
VT,201003,7.0,205.92
VT,201004,6.7,206.84
VT,201005,6.1,206.84
VT,201006,6.2,206.84
VT,201007,6.0,203.16
VT,201008,5.8,203.16
VT,201009,5.7,203.16
VT,201010,5.2,201.22
VT,201011,5.9,201.22
VT,201012,5.8,201.22
VT,201101,6.5,203.23
VT,201102,6.2,203.23
VT,201103,6.0,203.23
VT,201104,5.8,202.35
VT,201105,5.3,202.35
VT,201106,5.4,202.35
VT,201107,5.3,200.08
VT,201108,5.1,200.08
VT,201109,5.2,200.08
VT,201110,4.6,195.08
VT,201111,4.8,195.08
VT,201112,4.8,195.08
VT,201201,5.5,207.36
VT,201202,5.3,207.36
VT,201203,5.0,207.36
VT,201204,4.9,204.88
VT,201205,4.7,204.88
VT,201206,5.0,204.88
VT,201207,4.9,200.68
VT,201208,4.8,200.68
VT,201209,4.5,200.68
VT,201210,4.1,203.17
VT,201211,4.3,203.17
VT,201212,4.5,203.17
VT,201301,5.3,202.13
VT,201302,4.9,202.13
VT,201303,4.7,202.13
VT,201304,4.6,206.44
VT,201305,4.4,206.44
VT,201306,4.7,206.44
VT,201307,4.4,204.18
VT,201308,4.2,204.18
VT,201309,4.3,204.18
VT,201310,3.7,206.17
VT,201311,4.0,206.17
VT,201312,3.9,206.17
VT,201401,4.5,207.61
VT,201402,4.4,207.61
VT,201403,4.3,207.61
VT,201404,4.0,203.0
VT,201405,3.7,203.0
VT,201406,3.8,203.0
VT,201407,4.0,209.2
VT,201408,3.9,209.2
VT,201409,3.8,209.2
VT,201410,3.2,205.59
VT,201411,3.6,205.59
VT,201412,3.6,205.59
VT,201501,4.2,202.12
VT,201502,4.0,202.12
VT,201503,3.7,202.12
VT,201504,3.6,204.51
VT,201505,3.5,204.51
VT,201506,3.5,204.51
VT,201507,3.4,211.53
VT,201508,3.3,211.53
VT,201509,3.3,211.53
VT,201510,2.8,211.51
VT,201511,3.2,211.51
VT,201512,3.1,211.51
VT,201601,3.7,209.2
VT,201602,3.5,209.2
VT,201603,3.4,209.2
VT,201604,3.3,208.39
VT,201605,2.9,208.39
VT,201606,3.2,208.39
VT,201607,3.1,210.68
VT,201608,3.0,210.68
VT,201609,3.0,210.68
VT,201610,2.4,214.85
VT,201611,2.7,214.85
VT,201612,2.9,214.85
VT,201701,3.6,212.58
VT,201702,3.5,212.58
VT,201703,3.3,212.58
VT,201704,3.2,224.38
VT,201705,2.8,224.38
VT,201706,2.9,224.38
VT,201707,2.8,218.93
VT,201708,2.9,218.93
VT,201709,2.7,218.93
VT,201710,2.2,220.22
VT,201711,2.6,220.22
VT,201712,2.6,220.22
VT,201801,3.3,228.42
VT,201802,3.1,228.42
VT,201803,3.0,228.42
VT,201804,2.9,225.37
VT,201805,2.4,225.37
VT,201806,2.7,225.37
VT,201807,2.4,227.13
VT,201808,2.3,227.13
VT,201809,2.2,227.13
VT,201810,1.6,229.39
VT,201811,2.0,229.39
VT,201812,2.2,229.39
VT,201901,2.9,234.53
VT,201902,2.5,234.53
VT,201903,2.4,234.53
VT,201904,2.3,237.51
VT,201905,1.8,237.51
VT,201906,2.1,237.51
VT,201907,2.0,239.47
VT,201908,2.1,239.47
VT,201909,1.9,239.47
VT,201910,1.5,242.24
VT,201911,1.9,242.24
VT,201912,1.9,242.24
VT,202001,2.5,244.76
VT,202002,2.3,244.76
VT,202003,2.7,244.76
VT,202004,14.0,255.92
VT,202005,10.4,255.92
VT,202006,8.0,255.92
VT,202007,6.7,244.87
VT,202008,5.1,244.87
VT,202009,4.7,244.87
VT,202010,3.3,258.03
VT,202011,3.6,258.03
VT,202012,4.2,258.03
VT,202101,5.0,274.53
VT,202102,5.0,274.53
VT,202103,4.8,274.53
VT,202104,4.8,285.12
VT,202105,3.7,285.12
VT,202106,3.9,285.12
VT,202107,3.3,298.57
VT,202108,3.2,298.57
VT,202109,2.9,298.57
VT,202110,2.2,314.24
VT,202111,2.4,314.24
VT,202112,2.4,314.24
VT,202201,3.1,327.89
VT,202202,2.8,327.89
VT,202203,2.4,327.89
VT,202204,2.5,339.08
VT,202205,2.1,339.08
VT,202206,2.5,339.08
VT,202207,2.2,350.49
VT,202208,2.4,350.49
VT,202209,2.2,350.49
VT,202210,1.8,356.52
VT,202211,2.2,356.52
VT,202212,2.1,356.52
VT,202301,2.6,358.11
VT,202302,2.4,358.11
VT,202303,2.1,358.11
VT,202304,1.8,365.71
VT,202305,1.6,365.71
VT,202306,1.8,365.71
VT,202307,1.7,373.05
VT,202308,2.0,373.05
VT,202309,1.9,373.05
VT,202310,1.5,404.57
VT,202311,1.8,404.57
VT,202312,2.0,404.57
VT,202401,2.5,395.24
VT,202402,2.4,395.24
VT,202403,2.1,395.24
VT,202404,2.3,413.62
VT,202405,2.0,413.62
VT,202406,2.3,413.62
VT,202407,2.3,421.94
VT,202408,2.4,421.94
VT,202409,2.3,421.94
VT,202410,2.0,420.01
VT,202411,2.5,420.01
VT,202412,2.5,420.01
VT,202501,3.0,427.21
VT,202502,3.0,427.21
VT,202503,2.8,427.21
VA,199901,3.0,113.97
VA,199902,3.0,113.97
VA,199903,2.7,113.97
VA,199904,2.4,116.47
VA,199905,2.6,116.47
VA,199906,2.9,116.47
VA,199907,2.8,117.1
VA,199908,2.8,117.1
VA,199909,2.7,117.1
VA,199910,2.5,118.94
VA,199911,2.5,118.94
VA,199912,2.3,118.94
VA,200001,2.8,120.97
VA,200002,2.8,120.97
VA,200003,2.5,120.97
VA,200004,2.0,123.04
VA,200005,2.3,123.04
VA,200006,2.5,123.04
VA,200007,2.4,125.68
VA,200008,2.4,125.68
VA,200009,2.2,125.68
VA,200010,2.0,128.08
VA,200011,2.0,128.08
VA,200012,1.9,128.08
VA,200101,2.6,130.25
VA,200102,2.7,130.25
VA,200103,2.7,130.25
VA,200104,2.5,134.02
VA,200105,2.8,134.02
VA,200106,3.2,134.02
VA,200107,3.2,136.91
VA,200108,3.5,136.91
VA,200109,3.4,136.91
VA,200110,3.7,140.09
VA,200111,3.9,140.09
VA,200112,3.8,140.09
VA,200201,4.6,142.48
VA,200202,4.5,142.48
VA,200203,4.4,142.48
VA,200204,4.1,145.43
VA,200205,4.2,145.43
VA,200206,4.4,145.43
VA,200207,4.3,149.55
VA,200208,4.3,149.55
VA,200209,3.9,149.55
VA,200210,3.8,152.84
VA,200211,4.0,152.84
VA,200212,3.9,152.84
VA,200301,4.5,156.37
VA,200302,4.4,156.37
VA,200303,4.3,156.37
VA,200304,3.9,160.25
VA,200305,4.1,160.25
VA,200306,4.5,160.25
VA,200307,4.4,164.77
VA,200308,4.2,164.77
VA,200309,4.0,164.77
VA,200310,3.7,169.49
VA,200311,3.8,169.49
VA,200312,3.6,169.49
VA,200401,4.3,175.16
VA,200402,4.1,175.16
VA,200403,4.0,175.16
VA,200404,3.5,180.51
VA,200405,3.7,180.51
VA,200406,4.0,180.51
VA,200407,3.8,186.62
VA,200408,3.8,186.62
VA,200409,3.5,186.62
VA,200410,3.4,194.57
VA,200411,3.5,194.57
VA,200412,3.4,194.57
VA,200501,3.9,202.33
VA,200502,3.9,202.33
VA,200503,3.6,202.33
VA,200504,3.4,209.7
VA,200505,3.5,209.7
VA,200506,3.7,209.7
VA,200507,3.5,217.58
VA,200508,3.5,217.58
VA,200509,3.4,217.58
VA,200510,3.2,225.61
VA,200511,3.3,225.61
VA,200512,3.0,225.61
VA,200601,3.3,232.94
VA,200602,3.4,232.94
VA,200603,3.1,232.94
VA,200604,2.8,238.13
VA,200605,2.9,238.13
VA,200606,3.2,238.13
VA,200607,3.2,240.69
VA,200608,3.2,240.69
VA,200609,3.1,240.69
VA,200610,2.8,241.33
VA,200611,2.9,241.33
VA,200612,2.8,241.33
VA,200701,3.3,245.56
VA,200702,3.3,245.56
VA,200703,3.0,245.56
VA,200704,2.7,246.9
VA,200705,2.9,246.9
VA,200706,3.2,246.9
VA,200707,3.1,246.74
VA,200708,3.2,246.74
VA,200709,3.1,246.74
VA,200710,3.0,243.44
VA,200711,3.1,243.44
VA,200712,3.2,243.44
VA,200801,3.8,237.03
VA,200802,3.7,237.03
VA,200803,3.7,237.03
VA,200804,3.3,233.47
VA,200805,3.7,233.47
VA,200806,4.0,233.47
VA,200807,4.2,225.0
VA,200808,4.3,225.0
VA,200809,4.2,225.0
VA,200810,4.3,219.73
