Property State,YearMonth,UnemploymentRate,HPI (Seasonally Adjusted)
VA,200811,4.6,219.73
VA,200812,5.0,219.73
VA,200901,6.3,210.14
VA,200902,6.7,210.14
VA,200903,6.8,210.14
VA,200904,6.4,211.35
VA,200905,6.8,211.35
VA,200906,7.1,211.35
VA,200907,7.0,210.94
VA,200908,7.0,210.94
VA,200909,6.9,210.94
VA,200910,6.8,211.72
VA,200911,6.8,211.72
VA,200912,6.9,211.72
VA,201001,7.6,214.35
VA,201002,7.6,214.35
VA,201003,7.3,214.35
VA,201004,6.6,209.27
VA,201005,6.7,209.27
VA,201006,6.8,209.27
VA,201007,6.8,210.29
VA,201008,6.8,210.29
VA,201009,6.5,210.29
VA,201010,6.4,206.12
VA,201011,6.5,206.12
VA,201012,6.3,206.12
VA,201101,6.8,204.45
VA,201102,6.6,204.45
VA,201103,6.3,204.45
VA,201104,5.9,200.86
VA,201105,6.1,200.86
VA,201106,6.5,200.86
VA,201107,6.4,200.47
VA,201108,6.5,200.47
VA,201109,6.3,200.47
VA,201110,6.1,201.68
VA,201111,5.9,201.68
VA,201112,5.9,201.68
VA,201201,6.4,200.13
VA,201202,6.3,200.13
VA,201203,6.0,200.13
VA,201204,5.5,201.79
VA,201205,5.7,201.79
VA,201206,6.1,201.79
VA,201207,6.1,203.92
VA,201208,6.0,203.92
VA,201209,5.6,203.92
VA,201210,5.5,205.87
VA,201211,5.3,205.87
VA,201212,5.4,205.87
VA,201301,6.2,208.78
VA,201302,5.9,208.78
VA,201303,5.5,208.78
VA,201304,5.1,209.04
VA,201305,5.5,209.04
VA,201306,5.8,209.04
VA,201307,5.7,213.66
VA,201308,5.6,213.66
VA,201309,5.5,213.66
VA,201310,5.5,214.44
VA,201311,5.2,214.44
VA,201312,5.0,214.44
VA,201401,5.6,213.58
VA,201402,5.6,213.58
VA,201403,5.4,213.58
VA,201404,4.7,215.4
VA,201405,5.1,215.4
VA,201406,5.2,215.4
VA,201407,5.3,216.0
VA,201408,5.3,216.0
VA,201409,4.9,216.0
VA,201410,4.7,217.25
VA,201411,4.7,217.25
VA,201412,4.5,217.25
VA,201501,5.1,220.55
VA,201502,4.9,220.55
VA,201503,4.6,220.55
VA,201504,4.1,220.04
VA,201505,4.5,220.04
VA,201506,4.5,220.04
VA,201507,4.4,221.09
VA,201508,4.3,221.09
VA,201509,4.1,221.09
VA,201510,4.0,222.46
VA,201511,4.0,222.46
VA,201512,3.8,222.46
VA,201601,4.3,224.94
VA,201602,4.2,224.94
VA,201603,4.1,224.94
VA,201604,3.7,227.12
VA,201605,3.8,227.12
VA,201606,4.1,227.12
VA,201607,4.1,228.87
VA,201608,4.3,228.87
VA,201609,4.1,228.87
VA,201610,4.0,231.44
VA,201611,3.8,231.44
VA,201612,3.7,231.44
VA,201701,4.3,233.29
VA,201702,4.0,233.29
VA,201703,3.8,233.29
VA,201704,3.4,234.59
VA,201705,3.6,234.59
VA,201706,3.7,234.59
VA,201707,3.7,238.23
VA,201708,3.8,238.23
VA,201709,3.5,238.23
VA,201710,3.3,240.84
VA,201711,3.3,240.84
VA,201712,3.1,240.84
VA,201801,3.5,242.88
VA,201802,3.3,242.88
VA,201803,3.2,242.88
VA,201804,2.8,247.73
VA,201805,2.9,247.73
VA,201806,3.2,247.73
VA,201807,3.0,248.24
VA,201808,3.1,248.24
VA,201809,2.8,248.24
VA,201810,2.7,251.21
VA,201811,2.7,251.21
VA,201812,2.7,251.21
VA,201901,3.3,253.86
VA,201902,3.0,253.86
VA,201903,2.9,253.86
VA,201904,2.4,255.97
VA,201905,2.7,255.97
VA,201906,2.8,255.97
VA,201907,2.9,260.0
VA,201908,2.9,260.0
VA,201909,2.6,260.0
VA,201910,2.5,263.46
VA,201911,2.5,263.46
VA,201912,2.4,263.46
VA,202001,2.9,267.47
VA,202002,2.6,267.47
VA,202003,3.2,267.47
VA,202004,11.0,273.71
VA,202005,9.8,273.71
VA,202006,10.2,273.71
VA,202007,9.3,271.68
VA,202008,7.7,271.68
VA,202009,6.3,271.68
VA,202010,5.4,284.02
VA,202011,5.0,284.02
VA,202012,4.5,284.02
VA,202101,4.8,295.81
VA,202102,4.7,295.81
VA,202103,4.5,295.81
VA,202104,4.0,304.65
VA,202105,4.2,304.65
VA,202106,4.6,304.65
VA,202107,4.2,315.45
VA,202108,4.0,315.45
VA,202109,3.4,315.45
VA,202110,3.0,326.91
VA,202111,2.1,326.91
VA,202112,2.6,326.91
VA,202201,2.7,336.25
VA,202202,2.5,336.25
VA,202203,2.5,336.25
VA,202204,2.3,351.12
VA,202205,2.7,351.12
VA,202206,2.9,351.12
VA,202207,2.9,359.64
VA,202208,3.2,359.64
VA,202209,2.8,359.64
VA,202210,2.7,360.56
VA,202211,2.7,360.56
VA,202212,2.4,360.56
VA,202301,2.9,366.11
VA,202302,2.8,366.11
VA,202303,2.7,366.11
VA,202304,2.3,372.59
VA,202305,2.7,372.59
VA,202306,2.8,372.59
VA,202307,2.7,377.7
VA,202308,3.0,377.7
VA,202309,2.8,377.7
VA,202310,2.8,386.85
VA,202311,2.6,386.85
VA,202312,2.4,386.85
VA,202401,2.8,393.22
VA,202402,2.9,393.22
VA,202403,2.7,393.22
VA,202404,2.4,397.36
VA,202405,2.8,397.36
VA,202406,3.1,397.36
VA,202407,3.2,405.16
VA,202408,3.3,405.16
VA,202409,2.9,405.16
VA,202410,2.8,410.62
VA,202411,2.9,410.62
VA,202412,2.5,410.62
VA,202501,3.1,415.42
VA,202502,3.3,415.42
VA,202503,3.4,415.42
WA,199901,5.6,139.0
WA,199902,5.8,139.0
WA,199903,5.2,139.0
WA,199904,4.6,140.71
WA,199905,4.7,140.71
WA,199906,4.9,140.71
WA,199907,4.7,143.09
WA,199908,4.6,143.09
WA,199909,4.4,143.09
WA,199910,4.2,144.76
WA,199911,4.5,144.76
WA,199912,4.7,144.76
WA,200001,5.7,147.1
WA,200002,5.9,147.1
WA,200003,5.4,147.1
WA,200004,4.6,149.05
WA,200005,4.8,149.05
WA,200006,4.8,149.05
WA,200007,5.0,150.08
WA,200008,5.1,150.08
WA,200009,4.5,150.08
WA,200010,4.5,151.77
WA,200011,5.1,151.77
WA,200012,5.2,151.77
WA,200101,6.2,153.85
WA,200102,6.4,153.85
WA,200103,6.3,153.85
WA,200104,5.7,156.05
WA,200105,5.5,156.05
WA,200106,5.7,156.05
WA,200107,5.6,157.5
WA,200108,5.9,157.5
WA,200109,5.5,157.5
WA,200110,6.0,159.71
WA,200111,6.8,159.71
WA,200112,7.2,159.71
WA,200201,8.3,161.11
WA,200202,7.9,161.11
WA,200203,7.8,161.11
WA,200204,7.4,163.59
WA,200205,6.9,163.59
WA,200206,7.0,163.59
WA,200207,6.9,165.68
WA,200208,6.7,165.68
WA,200209,6.3,165.68
WA,200210,6.3,166.89
WA,200211,7.1,166.89
WA,200212,7.3,166.89
WA,200301,8.0,170.41
WA,200302,8.1,170.41
WA,200303,7.8,170.41
WA,200304,7.3,172.33
WA,200305,7.1,172.33
WA,200306,7.4,172.33
WA,200307,7.2,174.9
WA,200308,7.1,174.9
WA,200309,6.8,174.9
WA,200310,6.6,178.51
WA,200311,7.0,178.51
WA,200312,7.0,178.51
WA,200401,7.7,182.79
WA,200402,7.4,182.79
WA,200403,7.2,182.79
WA,200404,6.2,188.14
WA,200405,6.0,188.14
WA,200406,6.1,188.14
WA,200407,5.9,193.65
WA,200408,5.8,193.65
WA,200409,5.4,193.65
WA,200410,5.5,198.88
WA,200411,5.8,198.88
WA,200412,6.1,198.88
WA,200501,6.6,206.22
WA,200502,6.7,206.22
WA,200503,6.0,206.22
WA,200504,5.5,212.59
WA,200505,5.4,212.59
WA,200506,5.4,212.59
WA,200507,5.3,222.21
WA,200508,5.3,222.21
WA,200509,5.1,222.21
WA,200510,5.0,233.02
WA,200511,5.4,233.02
WA,200512,5.3,233.02
WA,200601,5.7,241.12
WA,200602,5.8,241.12
WA,200603,5.2,241.12
WA,200604,4.8,249.58
WA,200605,4.9,249.58
WA,200606,4.9,249.58
WA,200607,5.0,257.25
WA,200608,4.9,257.25
WA,200609,4.6,257.25
WA,200610,4.3,262.72
WA,200611,4.9,262.72
WA,200612,4.9,262.72
WA,200701,5.6,268.36
WA,200702,5.3,268.36
WA,200703,4.8,268.36
WA,200704,4.3,274.78
WA,200705,4.3,274.78
WA,200706,4.3,274.78
WA,200707,4.5,276.21
WA,200708,4.3,276.21
WA,200709,4.2,276.21
WA,200710,4.1,276.78
WA,200711,4.5,276.78
WA,200712,4.8,276.78
WA,200801,5.3,274.56
WA,200802,5.3,274.56
WA,200803,5.1,274.56
WA,200804,4.4,269.53
WA,200805,4.8,269.53
WA,200806,4.9,269.53
WA,200807,5.0,264.97
WA,200808,5.1,264.97
WA,200809,4.8,264.97
WA,200810,5.1,257.78
WA,200811,5.6,257.78
WA,200812,6.4,257.78
WA,200901,7.8,247.96
WA,200902,8.4,247.96
WA,200903,8.5,247.96
WA,200904,8.1,246.54
WA,200905,8.6,246.54
WA,200906,9.0,246.54
WA,200907,9.2,237.82
WA,200908,9.5,237.82
WA,200909,9.6,237.82
WA,200910,9.6,232.97
WA,200911,9.8,232.97
WA,200912,10.5,232.97
WA,201001,11.3,233.07
WA,201002,11.2,233.07
WA,201003,10.9,233.07
WA,201004,9.8,231.9
WA,201005,9.7,231.9
WA,201006,9.6,231.9
WA,201007,9.5,228.69
WA,201008,9.6,228.69
WA,201009,9.3,228.69
WA,201010,9.3,223.92
WA,201011,9.9,223.92
WA,201012,9.9,223.92
WA,201101,10.7,217.84
WA,201102,10.4,217.84
WA,201103,10.0,217.84
WA,201104,9.2,211.52
WA,201105,9.3,211.52
WA,201106,9.4,211.52
WA,201107,9.3,205.45
WA,201108,9.2,205.45
WA,201109,8.9,205.45
WA,201110,8.9,203.18
WA,201111,8.8,203.18
WA,201112,9.1,203.18
WA,201201,9.8,200.96
WA,201202,9.8,200.96
WA,201203,9.4,200.96
WA,201204,8.5,201.49
WA,201205,8.8,201.49
WA,201206,8.9,201.49
WA,201207,8.8,206.25
WA,201208,8.3,206.25
WA,201209,7.5,206.25
WA,201210,7.3,209.98
WA,201211,7.0,209.98
WA,201212,7.3,209.98
WA,201301,8.2,216.47
WA,201302,7.4,216.47
WA,201303,6.9,216.47
WA,201304,6.3,219.59
WA,201305,6.4,219.59
WA,201306,6.6,219.59
WA,201307,6.6,223.83
WA,201308,6.5,223.83
WA,201309,6.1,223.83
WA,201310,6.4,231.31
WA,201311,6.3,231.31
WA,201312,6.4,231.31
WA,201401,6.8,230.62
WA,201402,7.0,230.62
WA,201403,6.6,230.62
WA,201404,5.5,233.54
WA,201405,5.7,233.54
WA,201406,5.5,233.54
WA,201407,5.8,237.32
WA,201408,5.8,237.32
WA,201409,5.5,237.32
WA,201410,5.5,242.22
WA,201411,5.7,242.22
WA,201412,5.8,242.22
WA,201501,6.3,245.51
WA,201502,6.1,245.51
WA,201503,5.6,245.51
WA,201504,5.0,252.37
WA,201505,5.3,252.37
WA,201506,5.2,252.37
WA,201507,5.4,258.61
WA,201508,5.2,258.61
WA,201509,5.1,258.61
WA,201510,5.2,263.89
WA,201511,5.5,263.89
WA,201512,5.8,263.89
WA,201601,5.9,272.76
WA,201602,5.8,272.76
WA,201603,5.7,272.76
WA,201604,5.1,278.39
WA,201605,4.9,278.39
WA,201606,5.0,278.39
WA,201607,5.2,284.75
WA,201608,5.1,284.75
WA,201609,4.9,284.75
WA,201610,4.8,292.22
WA,201611,4.7,292.22
WA,201612,4.9,292.22
WA,201701,5.5,300.32
WA,201702,5.3,300.32
WA,201703,4.9,300.32
WA,201704,4.3,308.08
WA,201705,4.3,308.08
WA,201706,4.4,308.08
WA,201707,4.5,317.56
WA,201708,4.8,317.56
WA,201709,4.4,317.56
WA,201710,4.3,324.67
WA,201711,4.5,324.67
WA,201712,4.7,324.67
WA,201801,5.2,333.53
WA,201802,5.1,333.53
WA,201803,4.7,333.53
WA,201804,4.1,343.99
WA,201805,3.9,343.99
WA,201806,4.3,343.99
WA,201807,4.2,350.35
WA,201808,4.2,350.35
WA,201809,4.0,350.35
WA,201810,4.1,356.42
WA,201811,4.2,356.42
WA,201812,4.7,356.42
WA,201901,5.3,359.88
WA,201902,5.3,359.88
WA,201903,4.9,359.88
WA,201904,4.0,365.74
WA,201905,3.9,365.74
WA,201906,4.1,365.74
WA,201907,4.2,369.24
WA,201908,4.2,369.24
WA,201909,3.6,369.24
WA,201910,3.6,378.23
WA,201911,3.6,378.23
WA,201912,3.7,378.23
WA,202001,4.3,388.24
WA,202002,3.9,388.24
WA,202003,6.3,388.24
WA,202004,16.5,398.45
WA,202005,14.2,398.45
WA,202006,11.7,398.45
WA,202007,10.9,400.71
WA,202008,8.7,400.71
WA,202009,7.9,400.71
WA,202010,6.8,420.68
WA,202011,6.6,420.68
WA,202012,6.9,420.68
WA,202101,7.2,443.5
WA,202102,6.7,443.5
WA,202103,6.1,443.5
WA,202104,5.2,462.35
WA,202105,5.0,462.35
WA,202106,5.5,462.35
WA,202107,5.3,487.23
WA,202108,5.1,487.23
WA,202109,4.6,487.23
WA,202110,4.1,508.44
WA,202111,3.8,508.44
WA,202112,3.8,508.44
WA,202201,4.7,530.51
WA,202202,4.4,530.51
WA,202203,4.1,530.51
WA,202204,3.6,558.04
WA,202205,3.7,558.04
WA,202206,3.9,558.04
WA,202207,4.0,567.26
WA,202208,4.4,567.26
WA,202209,3.9,567.26
WA,202210,4.0,559.48
WA,202211,4.1,559.48
WA,202212,4.2,559.48
WA,202301,4.5,549.77
WA,202302,4.5,549.77
WA,202303,4.1,549.77
WA,202304,3.6,545.37
WA,202305,3.7,545.37
WA,202306,3.8,545.37
WA,202307,4.0,549.05
WA,202308,4.5,549.05
WA,202309,4.2,549.05
WA,202310,4.4,563.31
WA,202311,4.4,563.31
WA,202312,4.7,563.31
WA,202401,5.0,568.21
WA,202402,5.1,568.21
WA,202403,4.7,568.21
WA,202404,4.1,572.72
WA,202405,4.2,572.72
WA,202406,4.4,572.72
WA,202407,4.7,578.04
WA,202408,4.6,578.04
WA,202409,4.1,578.04
WA,202410,4.2,582.0
WA,202411,4.3,582.0
WA,202412,4.3,582.0
WA,202501,4.7,587.91
WA,202502,5.0,587.91
WA,202503,4.5,587.91
WV,199901,7.4,134.03
WV,199902,7.6,134.03
WV,199903,7.4,134.03
WV,199904,6.9,135.32
WV,199905,6.3,135.32
WV,199906,6.5,135.32
WV,199907,6.3,134.82
WV,199908,6.4,134.82
WV,199909,5.9,134.82
WV,199910,5.6,135.67
WV,199911,5.7,135.67
WV,199912,5.6,135.67
WV,200001,6.5,136.46
WV,200002,6.9,136.46
WV,200003,6.3,136.46
WV,200004,5.5,137.22
WV,200005,5.5,137.22
WV,200006,5.7,137.22
WV,200007,5.4,137.85
WV,200008,5.4,137.85
WV,200009,4.9,137.85
WV,200010,4.7,138.17
WV,200011,4.9,138.17
WV,200012,5.0,138.17
WV,200101,6.0,137.78
WV,200102,6.1,137.78
WV,200103,5.9,137.78
WV,200104,5.4,140.16
WV,200105,4.9,140.16
WV,200106,5.2,140.16
WV,200107,5.0,137.81
WV,200108,5.2,137.81
WV,200109,4.6,137.81
WV,200110,4.7,141.12
WV,200111,5.0,141.12
WV,200112,5.2,141.12
WV,200201,6.7,142.45
WV,200202,6.8,142.45
WV,200203,6.7,142.45
WV,200204,6.3,144.69
WV,200205,6.0,144.69
WV,200206,6.4,144.69
WV,200207,6.1,145.59
WV,200208,5.9,145.59
WV,200209,5.4,145.59
WV,200210,5.3,146.6
WV,200211,5.7,146.6
WV,200212,5.9,146.6
WV,200301,7.0,149.43
WV,200302,7.3,149.43
WV,200303,6.8,149.43
WV,200304,6.4,151.43
WV,200305,6.0,151.43
WV,200306,6.6,151.43
WV,200307,6.2,153.8
WV,200308,6.0,153.8
WV,200309,5.4,153.8
WV,200310,5.2,153.91
WV,200311,5.3,153.91
WV,200312,5.3,153.91
WV,200401,6.3,155.86
WV,200402,6.5,155.86
WV,200403,6.3,155.86
WV,200404,5.6,159.51
WV,200405,5.2,159.51
WV,200406,5.6,159.51
WV,200407,5.3,161.36
WV,200408,5.1,161.36
WV,200409,4.5,161.36
WV,200410,4.5,166.33
WV,200411,4.6,166.33
WV,200412,4.9,166.33
WV,200501,5.8,169.99
WV,200502,6.2,169.99
WV,200503,5.8,169.99
WV,200504,5.1,170.35
WV,200505,4.7,170.35
WV,200506,5.2,170.35
WV,200507,5.1,175.86
WV,200508,5.0,175.86
WV,200509,4.6,175.86
WV,200510,4.3,179.45
WV,200511,4.5,179.45
WV,200512,4.5,179.45
WV,200601,5.1,181.5
WV,200602,5.6,181.5
WV,200603,5.1,181.5
WV,200604,4.8,184.06
WV,200605,4.6,184.06
WV,200606,4.9,184.06
WV,200607,5.0,184.44
WV,200608,5.0,184.44
WV,200609,4.4,184.44
WV,200610,4.0,185.65
WV,200611,4.3,185.65
WV,200612,4.2,185.65
WV,200701,5.1,184.52
WV,200702,5.6,184.52
WV,200703,4.9,184.52
WV,200704,4.5,191.83
WV,200705,4.2,191.83
WV,200706,4.5,191.83
WV,200707,4.5,189.09
WV,200708,4.4,189.09
WV,200709,4.0,189.09
WV,200710,3.8,191.72
WV,200711,3.9,191.72
WV,200712,4.3,191.72
WV,200801,5.0,190.57
WV,200802,5.1,190.57
WV,200803,4.9,190.57
WV,200804,4.2,190.4
WV,200805,4.2,190.4
WV,200806,4.5,190.4
WV,200807,4.2,191.11
WV,200808,4.3,191.11
WV,200809,4.0,191.11
WV,200810,4.0,186.74
WV,200811,4.4,186.74
WV,200812,5.1,186.74
WV,200901,6.9,188.1
WV,200902,7.8,188.1
WV,200903,8.0,188.1
WV,200904,7.9,184.82
WV,200905,8.0,184.82
WV,200906,8.5,184.82
WV,200907,8.4,187.06
WV,200908,8.3,187.06
WV,200909,7.8,187.06
WV,200910,7.8,185.78
WV,200911,7.8,185.78
WV,200912,8.2,185.78
WV,201001,9.5,183.23
WV,201002,10.0,183.23
WV,201003,9.4,183.23
WV,201004,8.3,183.59
WV,201005,8.0,183.59
WV,201006,8.2,183.59
WV,201007,8.2,186.23
WV,201008,8.3,186.23
WV,201009,7.7,186.23
WV,201010,7.5,187.12
WV,201011,7.9,187.12
WV,201012,8.2,187.12
WV,201101,9.1,187.01
WV,201102,9.0,187.01
WV,201103,8.5,187.01
WV,201104,7.7,184.14
WV,201105,7.4,184.14
WV,201106,7.9,184.14
WV,201107,7.6,179.86
WV,201108,7.7,179.86
WV,201109,7.2,179.86
WV,201110,6.8,182.76
WV,201111,6.7,182.76
WV,201112,7.0,182.76
WV,201201,7.7,182.17
WV,201202,7.9,182.17
WV,201203,7.5,182.17
WV,201204,7.0,192.91
WV,201205,7.0,192.91
WV,201206,7.5,192.91
WV,201207,7.5,185.06
WV,201208,7.4,185.06
WV,201209,6.7,185.06
WV,201210,6.6,186.36
WV,201211,6.6,186.36
WV,201212,7.0,186.36
WV,201301,8.0,191.91
WV,201302,7.8,191.91
WV,201303,7.2,191.91
WV,201304,6.5,191.29
WV,201305,6.2,191.29
WV,201306,6.8,191.29
WV,201307,6.7,191.56
WV,201308,6.6,191.56
WV,201309,6.1,191.56
WV,201310,6.2,190.82
WV,201311,6.1,190.82
WV,201312,6.3,190.82
WV,201401,7.4,192.17
WV,201402,7.8,192.17
WV,201403,7.4,192.17
WV,201404,6.3,197.33
WV,201405,6.3,197.33
WV,201406,6.4,197.33
WV,201407,6.6,197.4
WV,201408,6.6,197.4
WV,201409,5.8,197.4
WV,201410,5.7,200.62
WV,201411,5.8,200.62
WV,201412,5.9,200.62
WV,201501,7.2,192.26
WV,201502,7.4,192.26
WV,201503,7.3,192.26
WV,201504,6.6,197.27
WV,201505,6.6,197.27
WV,201506,6.8,197.27
WV,201507,6.9,200.8
WV,201508,6.5,200.8
WV,201509,5.8,200.8
WV,201510,5.6,201.42
WV,201511,5.8,201.42
WV,201512,6.0,201.42
WV,201601,7.1,205.1
WV,201602,7.3,205.1
WV,201603,6.9,205.1
WV,201604,6.2,202.35
WV,201605,5.8,202.35
WV,201606,6.3,202.35
WV,201607,6.0,205.01
WV,201608,6.1,205.01
WV,201609,5.6,205.01
WV,201610,5.4,203.8
WV,201611,5.0,203.8
WV,201612,5.3,203.8
WV,201701,6.3,204.91
WV,201702,6.2,204.91
WV,201703,5.7,204.91
WV,201704,5.0,203.89
WV,201705,4.6,203.89
WV,201706,5.2,203.89
WV,201707,5.2,205.94
WV,201708,5.4,205.94
WV,201709,4.5,205.94
WV,201710,4.5,205.33
WV,201711,4.9,205.33
WV,201712,5.1,205.33
WV,201801,6.0,205.68
WV,201802,6.4,205.68
WV,201803,6.1,205.68
WV,201804,5.3,208.63
WV,201805,4.8,208.63
WV,201806,5.4,208.63
WV,201807,5.1,209.99
WV,201808,4.9,209.99
WV,201809,4.3,209.99
WV,201810,4.3,211.76
WV,201811,4.3,211.76
WV,201812,4.8,211.76
WV,201901,6.0,206.51
WV,201902,5.9,206.51
WV,201903,5.5,206.51
WV,201904,4.5,217.26
WV,201905,4.5,217.26
WV,201906,5.0,217.26
WV,201907,4.9,216.08
WV,201908,4.9,216.08
WV,201909,4.3,216.08
WV,201910,4.5,218.57
WV,201911,4.6,218.57
WV,201912,4.8,218.57
WV,202001,5.7,222.41
WV,202002,5.8,222.41
WV,202003,6.7,222.41
WV,202004,15.6,218.9
WV,202005,12.8,218.9
WV,202006,10.1,218.9
WV,202007,9.7,220.43
WV,202008,8.0,220.43
WV,202009,7.3,220.43
WV,202010,6.1,228.26
WV,202011,5.9,228.26
WV,202012,6.2,228.26
WV,202101,6.9,235.99
WV,202102,6.9,235.99
WV,202103,6.4,235.99
WV,202104,5.8,243.21
WV,202105,5.3,243.21
WV,202106,5.7,243.21
WV,202107,5.1,249.88
WV,202108,4.9,249.88
WV,202109,3.9,249.88
WV,202110,3.6,260.04
WV,202111,3.6,260.04
WV,202112,3.5,260.04
WV,202201,4.7,265.84
WV,202202,4.7,265.84
WV,202203,4.3,265.84
WV,202204,3.7,276.9
WV,202205,3.5,276.9
WV,202206,4.3,276.9
WV,202207,4.1,285.72
WV,202208,4.2,285.72
WV,202209,3.3,285.72
WV,202210,3.3,281.78
WV,202211,3.3,281.78
WV,202212,3.2,281.78
WV,202301,4.1,279.34
WV,202302,4.2,279.34
WV,202303,4.0,279.34
WV,202304,3.4,290.75
WV,202305,3.5,290.75
WV,202306,4.1,290.75
WV,202307,3.9,291.32
WV,202308,4.4,291.32
WV,202309,3.7,291.32
WV,202310,3.6,303.7
WV,202311,3.6,303.7
WV,202312,3.8,303.7
WV,202401,4.6,313.87
WV,202402,4.8,313.87
WV,202403,4.5,313.87
WV,202404,3.8,300.95
WV,202405,3.7,300.95
WV,202406,4.4,300.95
WV,202407,4.4,326.72
WV,202408,4.3,326.72
WV,202409,3.6,326.72
WV,202410,3.5,320.56
WV,202411,3.6,320.56
WV,202412,3.6,320.56
WV,202501,4.5,329.94
WV,202502,4.2,329.94
WV,202503,4.0,329.94
WI,199901,3.8,148.81
WI,199902,4.1,148.81
WI,199903,3.7,148.81
WI,199904,3.2,150.4
WI,199905,2.8,150.4
WI,199906,3.2,150.4
WI,199907,3.0,153.12
WI,199908,2.7,153.12
WI,199909,2.4,153.12
WI,199910,2.4,154.67
WI,199911,2.7,154.67
WI,199912,2.8,154.67
WI,200001,3.6,156.91
WI,200002,4.0,156.91
WI,200003,4.0,156.91
WI,200004,3.4,160.06
WI,200005,3.2,160.06
WI,200006,3.8,160.06
WI,200007,3.5,161.84
WI,200008,3.3,161.84
WI,200009,2.9,161.84
WI,200010,2.6,164.01
WI,200011,3.0,164.01
WI,200012,3.3,164.01
WI,200101,4.3,166.04
WI,200102,4.7,166.04
WI,200103,4.9,166.04
WI,200104,4.4,168.54
WI,200105,3.9,168.54
WI,200106,4.6,168.54
WI,200107,4.3,170.83
WI,200108,4.3,170.83
WI,200109,3.9,170.83
WI,200110,4.2,172.8
WI,200111,4.6,172.8
WI,200112,4.9,172.8
WI,200201,6.0,175.57
WI,200202,6.3,175.57
WI,200203,6.3,175.57
WI,200204,5.6,177.08
WI,200205,5.0,177.08
WI,200206,5.6,177.08
WI,200207,5.2,179.61
WI,200208,5.0,179.61
WI,200209,4.5,179.61
WI,200210,4.4,183.07
WI,200211,4.9,183.07
WI,200212,5.1,183.07
WI,200301,6.1,185.72
WI,200302,6.4,185.72
WI,200303,6.4,185.72
WI,200304,5.9,188.34
WI,200305,5.5,188.34
WI,200306,6.3,188.34
WI,200307,5.7,190.92
WI,200308,5.5,190.92
WI,200309,5.0,190.92
WI,200310,4.7,193.79
WI,200311,4.8,193.79
WI,200312,4.9,193.79
WI,200401,5.8,197.73
WI,200402,6.0,197.73
WI,200403,6.1,197.73
WI,200404,5.2,201.41
WI,200405,4.9,201.41
WI,200406,5.3,201.41
WI,200407,4.9,204.1
WI,200408,4.6,204.1
WI,200409,4.2,204.1
WI,200410,4.1,208.13
WI,200411,4.3,208.13
WI,200412,4.4,208.13
WI,200501,5.2,211.45
WI,200502,5.7,211.45
WI,200503,5.4,211.45
WI,200504,4.9,212.2
WI,200505,4.6,212.2
WI,200506,5.0,212.2
WI,200507,4.7,216.6
WI,200508,4.3,216.6
WI,200509,4.2,216.6
WI,200510,4.0,219.17
WI,200511,4.4,219.17
WI,200512,4.4,219.17
WI,200601,5.0,221.48
WI,200602,5.5,221.48
WI,200603,5.3,221.48
WI,200604,4.9,223.34
WI,200605,4.4,223.34
WI,200606,4.9,223.34
WI,200607,4.8,223.88
WI,200608,4.4,223.88
WI,200609,4.2,223.88
WI,200610,4.0,224.55
WI,200611,4.3,224.55
WI,200612,4.5,224.55
WI,200701,5.4,224.49
WI,200702,5.6,224.49
WI,200703,5.3,224.49
WI,200704,5.0,224.87
WI,200705,4.6,224.87
WI,200706,5.1,224.87
WI,200707,4.9,225.6
WI,200708,4.7,225.6
WI,200709,4.4,225.6
WI,200710,4.2,223.95
WI,200711,4.3,223.95
WI,200712,4.4,223.95
WI,200801,5.0,222.17
WI,200802,5.1,222.17
WI,200803,4.9,222.17
WI,200804,4.2,220.84
WI,200805,4.2,220.84
WI,200806,4.9,220.84
WI,200807,4.8,217.99
WI,200808,4.8,217.99
WI,200809,4.6,217.99
WI,200810,4.8,215.22
WI,200811,5.4,215.22
WI,200812,6.2,215.22
WI,200901,7.9,212.45
WI,200902,9.0,212.45
WI,200903,9.3,212.45
WI,200904,8.8,215.57
WI,200905,8.8,215.57
WI,200906,9.4,215.57
WI,200907,9.1,210.75
WI,200908,8.9,210.75
WI,200909,8.6,210.75
WI,200910,8.5,207.67
WI,200911,8.6,207.67
WI,200912,9.0,207.67
WI,201001,9.9,206.6
WI,201002,10.0,206.6
WI,201003,9.8,206.6
WI,201004,8.7,204.13
WI,201005,8.2,204.13
WI,201006,8.5,204.13
WI,201007,8.2,203.04
WI,201008,7.9,203.04
WI,201009,7.4,203.04
WI,201010,7.3,201.45
WI,201011,7.5,201.45
WI,201012,7.5,201.45
WI,201101,8.4,202.18
WI,201102,8.5,202.18
WI,201103,8.2,202.18
WI,201104,7.7,194.11
WI,201105,7.5,194.11
WI,201106,8.1,194.11
WI,201107,7.7,193.05
WI,201108,7.4,193.05
WI,201109,7.0,193.05
WI,201110,6.7,193.36
WI,201111,6.6,193.36
WI,201112,6.8,193.36
WI,201201,7.6,193.7
WI,201202,7.9,193.7
WI,201203,7.6,193.7
WI,201204,6.9,193.36
WI,201205,6.8,193.36
WI,201206,7.4,193.36
WI,201207,7.3,192.91
WI,201208,6.8,192.91
WI,201209,6.1,192.91
WI,201210,5.9,194.32
WI,201211,6.1,194.32
WI,201212,6.6,194.32
WI,201301,7.8,193.79
WI,201302,7.9,193.79
